"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.02631 0.0000 0.0000
0.02657 0.0000 0.0000
0.02684 0.0000 0.0000
0.02710 0.0000 0.0000
0.02736 0.0000 0.0000
0.02762 0.0000 0.0000
0.02789 0.0000 0.0000
0.02815 0.0000 0.0000
0.02841 0.0000 0.0000
0.02868 0.0000 0.0000
0.02894 0.0000 0.0000
0.02920 0.0000 0.0000
0.02947 0.0000 0.0000
0.02973 0.0000 0.0000
0.02999 0.0000 0.0000
0.03026 0.0000 0.0000
0.03052 0.0000 0.0000
0.03078 0.0000 0.0000
0.03104 0.0000 0.0000
0.03131 0.0000 0.0000
0.03157 0.0000 0.0000
0.03183 0.0000 0.0000
0.03210 0.0000 0.0000
0.03236 0.0000 0.0000
0.03262 0.0000 0.0000
0.03289 0.0000 0.0000
0.03315 0.0000 0.0000
0.03341 0.0000 0.0000
0.03368 0.0000 0.0000
0.03394 0.0000 0.0000
0.03420 0.0000 0.0000
0.03446 0.0000 0.0000
0.03473 0.0000 0.0000
0.03499 0.0000 0.0000
0.03525 0.0000 0.0000
0.03552 0.0000 0.0000
0.03578 0.0000 0.0000
0.03604 0.0000 0.0000
0.03631 0.0000 0.0000
0.03657 0.0000 0.0000
0.03683 0.0000 0.0000
0.03710 0.0000 0.0000
0.03736 0.0000 0.0000
0.03762 0.0000 0.0000
0.03788 0.0000 0.0000
0.03815 0.0000 0.0000
0.03841 0.0000 0.0000
0.03867 0.0000 0.0000
0.03894 0.0000 0.0000
0.03920 0.0000 0.0000
0.03946 0.0000 0.0000
0.03973 0.0000 0.0000
0.03999 0.0000 0.0000
0.04025 0.0000 0.0000
0.04052 0.0000 0.0000
0.04078 0.0000 0.0000
0.04104 0.0000 0.0000
0.04130 0.0000 0.0000
0.04157 0.0000 0.0000
0.04183 0.0000 0.0000
0.04209 0.0000 0.0000
0.04236 0.0000 0.0000
0.04262 0.0000 0.0000
0.04288 0.0000 0.0000
0.04315 0.0000 0.0000
0.04341 0.0000 0.0000
0.04367 0.0000 0.0000
0.04394 0.0000 0.0000
0.04420 0.0000 0.0000
0.04446 0.0000 0.0000
0.04473 0.0000 0.0000
0.04499 0.0000 0.0000
0.04525 0.0000 0.0000
0.04551 0.0000 0.0000
0.04578 0.0000 0.0000
0.04604 0.0000 0.0000
0.04630 0.0000 0.0000
0.04657 0.0000 0.0000
0.04683 0.0000 0.0000
0.04709 0.0000 0.0000
0.04736 0.0000 0.0000
0.04762 0.0000 0.0000
0.04788 0.0000 0.0000
0.04815 0.0000 0.0000
0.04841 0.0000 0.0000
0.04867 0.0000 0.0000
0.04893 0.0000 0.0000
0.04920 0.0000 0.0000
0.04946 0.0000 0.0000
0.04972 0.0000 0.0000
0.04999 0.0000 0.0000
0.05025 0.0000 0.0000
0.05051 0.0000 0.0000
0.05078 0.0000 0.0000
0.05104 0.0000 0.0000
0.05130 0.0000 0.0000
0.05157 0.0000 0.0000
0.05183 0.0000 0.0000
0.05209 0.0000 0.0000
0.05235 0.0000 0.0000
0.05262 0.0000 0.0000
0.05288 0.0000 0.0000
0.05314 0.0000 0.0000
0.05341 0.0000 0.0000
0.05367 0.0000 0.0000
0.05393 0.0000 0.0000
0.05420 0.0000 0.0000
0.05446 0.0000 0.0000
0.05472 0.0000 0.0000
0.05499 0.0000 0.0000
0.05525 0.0000 0.0000
0.05551 0.0000 0.0000
0.05577 0.0000 0.0000
0.05604 0.0000 0.0000
0.05630 0.0000 0.0000
0.05656 0.0000 0.0000
0.05683 0.0000 0.0000
0.05709 0.0000 0.0000
0.05735 0.0000 0.0000
0.05762 0.0000 0.0000
0.05788 0.0000 0.0000
0.05814 0.0000 0.0000
0.05841 0.0000 0.0000
0.05867 0.0000 0.0000
0.05893 0.0000 0.0000
0.05919 0.0000 0.0000
0.05946 0.0000 0.0000
0.05972 0.0000 0.0000
0.05998 0.0000 0.0000
0.06025 0.0000 0.0000
0.06051 0.0000 0.0000
0.06077 0.0000 0.0000
0.06104 0.0000 0.0000
0.06130 0.0000 0.0000
0.06156 0.0000 0.0000
0.06183 0.0000 0.0000
0.06209 0.0000 0.0000
0.06235 0.0000 0.0000
0.06262 0.0000 0.0000
0.06288 0.0000 0.0000
0.06314 0.0000 0.0000
0.06340 0.0000 0.0000
0.06367 0.0000 0.0000
0.06393 0.0000 0.0000
0.06419 0.0000 0.0000
0.06446 0.0000 0.0000
0.06472 0.0000 0.0000
0.06498 0.0000 0.0000
0.06525 0.0000 0.0000
0.06551 0.0000 0.0000
0.06577 0.0000 0.0000
0.06604 0.0000 0.0000
0.06630 0.0000 0.0000
0.06656 0.0000 0.0000
0.06682 0.0000 0.0000
0.06709 0.0000 0.0000
0.06735 0.0000 0.0000
0.06761 0.0000 0.0000
0.06788 0.0000 0.0000
0.06814 0.0000 0.0000
0.06840 0.0000 0.0000
0.06867 0.0000 0.0000
0.06893 0.0000 0.0000
0.06919 0.0000 0.0000
0.06946 0.0000 0.0000
0.06972 0.0000 0.0000
0.06998 0.0000 0.0000
0.07024 0.0000 0.0000
0.07051 0.0000 0.0000
0.07077 0.0000 0.0000
0.07103 0.0000 0.0000
0.07130 0.0000 0.0000
0.07156 0.0000 0.0000
0.07182 0.0000 0.0000
0.07209 0.0000 0.0000
0.07235 0.0000 0.0000
0.07261 0.0000 0.0000
0.07288 0.0000 0.0000
0.07314 0.0000 0.0000
0.07340 0.0000 0.0000
0.07366 0.0000 0.0000
0.07393 0.0000 0.0000
0.07419 0.0000 0.0000
0.07445 0.0000 0.0000
0.07472 0.0000 0.0000
0.07498 0.0000 0.0000
0.07524 0.0000 0.0000
0.07551 0.0000 0.0000
0.07577 0.0000 0.0000
0.07603 0.0000 0.0000
0.07630 0.0000 0.0000
0.07656 0.0000 0.0000
0.07682 0.0000 0.0000
0.07708 0.0000 0.0000
0.07735 0.0000 0.0000
0.07761 0.0000 0.0000
0.07787 0.0000 0.0000
0.07814 0.0000 0.0000
0.07840 0.0000 0.0000
0.07866 0.0000 0.0000
0.07893 0.0000 0.0000
0.07919 0.0000 0.0000
0.07945 0.0000 0.0000
0.07972 0.0000 0.0000
0.07998 0.0000 0.0000
0.08024 0.0000 0.0000
0.08051 0.0000 0.0000
0.08077 0.0000 0.0000
0.08103 0.0000 0.0000
0.08129 0.0000 0.0000
0.08156 0.0000 0.0000
0.08182 0.0000 0.0000
0.08208 0.0000 0.0000
0.08235 0.0000 0.0000
0.08261 0.0000 0.0000
0.08287 0.0000 0.0000
0.08314 0.0000 0.0000
0.08340 0.0000 0.0000
0.08366 0.0000 0.0000
0.08393 0.0000 0.0000
0.08419 0.0000 0.0000
0.08445 0.0000 0.0000
0.08471 0.0000 0.0000
0.08498 0.0000 0.0000
0.08524 0.0000 0.0000
0.08550 0.0000 0.0000
0.08577 0.0000 0.0000
0.08603 0.0000 0.0000
0.08629 0.0000 0.0000
0.08656 0.0000 0.0000
0.08682 0.0000 0.0000
0.08708 0.0000 0.0000
0.08735 0.0000 0.0000
0.08761 0.0000 0.0000
0.08787 0.0000 0.0000
0.08813 0.0000 0.0000
0.08840 0.0000 0.0000
0.08866 0.0000 0.0000
0.08892 0.0000 0.0000
0.08919 0.0000 0.0000
0.08945 0.0000 0.0000
0.08971 0.0000 0.0000
0.08998 0.0000 0.0000
0.09024 0.0000 0.0000
0.09050 0.0000 0.0000
0.09077 0.0000 0.0000
0.09103 0.0000 0.0000
0.09129 0.0000 0.0000
0.09155 0.0000 0.0000
0.09182 0.0000 0.0000
0.09208 0.0000 0.0000
0.09234 0.0000 0.0000
0.09261 0.0000 0.0000
0.09287 0.0000 0.0000
0.09313 0.0000 0.0000
0.09340 0.0000 0.0000
0.09366 0.0000 0.0000
0.09392 0.0000 0.0000
0.09419 0.0000 0.0000
0.09445 0.0000 0.0000
0.09471 0.0000 0.0000
0.09498 0.0000 0.0000
0.09524 0.0000 0.0000
0.09550 0.0000 0.0000
0.09576 0.0000 0.0000
0.09603 0.0000 0.0000
0.09629 0.1658 0.1658
0.09655 0.1661 0.1661
0.09682 0.1658 0.1658
0.09708 0.1661 0.1661
0.09734 0.1658 0.1658
0.09761 0.1661 0.1661
0.09787 0.1658 0.1658
0.09813 0.1661 0.1661
0.09840 0.1658 0.1658
0.09866 0.1661 0.1661
0.09892 0.1658 0.1658
0.09918 0.1658 0.1658
0.09945 0.1661 0.1661
0.09971 0.1658 0.1658
0.09997 0.1661 0.1661
0.10024 0.1658 0.1658
0.10050 0.1661 0.1661
0.10076 0.1658 0.1658
0.10103 0.1661 0.1661
0.10129 0.1658 0.1658
0.10155 0.1661 0.1661
0.10182 0.1658 0.1658
0.10208 0.1658 0.1658
0.10234 0.1661 0.1661
0.10260 0.1658 0.1658
0.10287 0.1661 0.1661
0.10313 0.1658 0.1658
0.10339 0.1661 0.1661
0.10366 0.1658 0.1658
0.10392 0.1661 0.1661
0.10418 0.1658 0.1658
0.10445 0.1661 0.1661
0.10471 0.1658 0.1658
0.10497 0.1658 0.1658
0.10524 0.1661 0.1661
0.10550 0.1658 0.1658
0.10576 0.1661 0.1661
0.10602 0.1658 0.1658
0.10629 0.1661 0.1661
0.10655 0.1658 0.1658
0.10681 0.1661 0.1661
0.10708 0.1658 0.1658
0.10734 0.1661 0.1661
0.10760 0.1658 0.1658
0.10787 0.1658 0.1658
0.10813 0.1661 0.1661
0.10839 0.1658 0.1658
0.10866 0.1661 0.1661
0.10892 0.1658 0.1658
0.10918 0.1661 0.1661
0.10944 0.1658 0.1658
0.10971 0.1661 0.1661
0.10997 0.1658 0.1658
0.11023 0.1661 0.1661
0.11050 0.1658 0.1658
0.11076 0.1658 0.1658
0.11102 0.1661 0.1661
0.11129 0.1658 0.1658
0.11155 0.1661 0.1661
0.11181 0.1658 0.1658
0.11208 0.1661 0.1661
0.11234 0.1658 0.1658
0.11260 0.1661 0.1661
0.11287 0.1658 0.1658
0.11313 0.1661 0.1661
0.11339 0.1658 0.1658
0.11365 0.1658 0.1658
0.11392 0.1661 0.1661
0.11418 0.1658 0.1658
0.11444 0.1661 0.1661
0.11471 0.1658 0.1658
0.11497 0.1661 0.1661
0.11523 0.1658 0.1658
0.11550 0.1661 0.1661
0.11576 0.1658 0.1658
0.11602 0.1661 0.1661
0.11629 0.1658 0.1658
0.11655 0.1658 0.1658
0.11681 0.1661 0.1661
0.11707 0.1658 0.1658
0.11734 0.1661 0.1661
0.11760 0.1658 0.1658
0.11786 0.1661 0.1661
0.11813 0.1658 0.1658
0.11839 0.1661 0.1661
0.11865 0.1658 0.1658
0.11892 0.1661 0.1661
0.11918 0.1658 0.1658
0.11944 0.1658 0.1658
0.11971 0.1661 0.1661
0.11997 0.1658 0.1658
0.12023 0.1661 0.1661
0.12049 0.1658 0.1658
0.12076 0.1661 0.1661
0.12102 0.1658 0.1658
0.12128 0.1661 0.1661
0.12155 0.1658 0.1658
0.12181 0.1661 0.1661
0.12207 0.1658 0.1658
0.12234 0.1658 0.1658
0.12260 0.1661 0.1661
0.12286 0.1658 0.1658
0.12313 0.1661 0.1661
0.12339 0.1658 0.1658
0.12365 0.1661 0.1661
0.12391 0.1658 0.1658
0.12418 0.1661 0.1661
0.12444 0.1658 0.1658
0.12470 0.1661 0.1661
0.12497 0.1658 0.1658
0.12523 0.1658 0.1658
0.12549 0.1661 0.1661
0.12576 0.1658 0.1658
0.12602 0.1661 0.1661
0.12628 0.1658 0.1658
0.12655 0.1661 0.1661
0.12681 0.1658 0.1658
0.12707 0.1661 0.1661
0.12733 0.1658 0.1658
0.12760 0.1661 0.1661
0.12786 0.1658 0.1658
0.12812 0.1658 0.1658
0.12839 0.1661 0.1661
0.12865 0.1658 0.1658
0.12891 0.1661 0.1661
0.12918 0.1658 0.1658
0.12944 0.1661 0.1661
0.12970 0.1658 0.1658
0.12997 0.1661 0.1661
0.13023 0.1658 0.1658
0.13049 0.1661 0.1661
0.13076 0.1658 0.1658
0.13102 0.1658 0.1658
0.13128 0.1661 0.1661
0.13154 0.1658 0.1658
0.13181 0.1661 0.1661
0.13207 0.1658 0.1658
0.13233 0.1661 0.1661
0.13260 0.1658 0.1658
0.13286 0.1661 0.1661
0.13312 0.1658 0.1658
0.13339 0.1661 0.1661
0.13365 0.1658 0.1658
0.13391 0.1658 0.1658
0.13418 0.1661 0.1661
0.13444 0.1658 0.1658
0.13470 0.1661 0.1661
0.13496 0.1658 0.1658
0.13523 0.1661 0.1661
0.13549 0.1658 0.1658
0.13575 0.1661 0.1661
0.13602 0.1658 0.1658
0.13628 0.1661 0.1661
0.13654 0.1658 0.1658
0.13681 0.1658 0.1658
0.13707 0.1661 0.1661
0.13733 0.1658 0.1658
0.13760 0.1661 0.1661
0.13786 0.1658 0.1658
0.13812 0.1661 0.1661
0.13838 0.1658 0.1658
0.13865 0.1661 0.1661
0.13891 0.1658 0.1658
0.13917 0.1661 0.1661
0.13944 0.1658 0.1658
0.13970 0.1661 0.1661
0.13996 0.1658 0.1658
0.14023 0.1658 0.1658
0.14049 0.1661 0.1661
0.14075 0.1658 0.1658
0.14102 0.1661 0.1661
0.14128 0.1658 0.1658
0.14154 0.1661 0.1661
0.14180 0.1658 0.1658
0.14207 0.1661 0.1661
0.14233 0.1658 0.1658
0.14259 0.1661 0.1661
0.14286 0.1658 0.1658
0.14312 0.1658 0.1658
0.14338 0.1661 0.1661
0.14365 0.1658 0.1658
0.14391 0.1661 0.1661
0.14417 0.1658 0.1658
0.14444 0.1661 0.1661
0.14470 0.1658 0.1658
0.14496 0.1661 0.1661
0.14522 0.1658 0.1658
0.14549 0.1661 0.1661
0.14575 0.1658 0.1658
0.14601 0.1658 0.1658
0.14628 0.1661 0.1661
0.14654 0.1658 0.1658
0.14680 0.1661 0.1661
0.14707 0.1658 0.1658
0.14733 0.1661 0.1661
0.14759 0.1658 0.1658
0.14786 0.1661 0.1661
0.14812 0.1658 0.1658
0.14838 0.1661 0.1661
0.14865 0.1658 0.1658
0.14891 0.1658 0.1658
0.14917 0.1661 0.1661
0.14943 0.1658 0.1658
0.14970 0.1661 0.1661
0.14996 0.1658 0.1658
0.15022 0.1661 0.1661
0.15049 0.1658 0.1658
0.15075 0.1661 0.1661
0.15101 0.1658 0.1658
0.15128 0.1661 0.1661
0.15154 0.1658 0.1658
0.15180 0.1658 0.1658
0.15207 0.1661 0.1661
0.15233 0.1658 0.1658
0.15259 0.1661 0.1661
0.15285 0.1658 0.1658
0.15312 0.1661 0.1661
0.15338 0.1658 0.1658
0.15364 0.1661 0.1661
0.15391 0.1658 0.1658
0.15417 0.1661 0.1661
0.15443 0.1658 0.1658
0.15470 0.1658 0.1658
0.15496 0.1661 0.1661
0.15522 0.1658 0.1658
0.15549 0.1661 0.1661
0.15575 0.1658 0.1658
0.15601 0.1661 0.1661
0.15627 0.1658 0.1658
0.15654 0.1661 0.1661
0.15680 0.1658 0.1658
0.15706 0.1661 0.1661
0.15733 0.1658 0.1658
0.15759 0.1658 0.1658
0.15785 0.1661 0.1661
0.15812 0.1658 0.1658
0.15838 0.1661 0.1661
0.15864 0.1658 0.1658
0.15891 0.1661 0.1661
0.15917 0.1658 0.1658
0.15943 0.1661 0.1661
0.15969 0.1658 0.1658
0.15996 0.1661 0.1661
0.16022 0.1658 0.1658
0.16048 0.1658 0.1658
0.16075 0.1661 0.1661
0.16101 0.1658 0.1658
0.16127 0.1661 0.1661
0.16154 0.1658 0.1658
0.16180 0.1661 0.1661
0.16206 0.1658 0.1658
0.16233 0.1661 0.1661
0.16259 0.1658 0.1658
0.16285 0.1661 0.1661
0.16311 0.1658 0.1658
0.16338 0.1658 0.1658
0.16364 0.1661 0.1661
0.16390 0.1658 0.1658
0.16417 0.1661 0.1661
0.16443 0.1658 0.1658
0.16469 0.1661 0.1661
0.16496 0.1658 0.1658
0.16522 0.1661 0.1661
0.16548 0.1658 0.1658
0.16575 0.1661 0.1661
0.16601 0.1658 0.1658
0.16627 0.1658 0.1658
0.16654 0.1661 0.1661
0.16680 0.1658 0.1658
0.16706 0.1661 0.1661
0.16732 0.1658 0.1658
0.16759 0.1661 0.1661
0.16785 0.1658 0.1658
0.16811 0.1661 0.1661
0.16838 0.1658 0.1658
0.16864 0.1661 0.1661
0.16890 0.1658 0.1658
0.16917 0.1658 0.1658
0.16943 0.1661 0.1661
0.16969 0.1658 0.1658
0.16996 0.1661 0.1661
0.17022 0.1658 0.1658
0.17048 0.1661 0.1661
0.17074 0.1658 0.1658
0.17101 0.1661 0.1661
0.17127 0.1658 0.1658
0.17153 0.1661 0.1661
0.17180 0.1658 0.1658
0.17206 0.1658 0.1658
0.17232 0.1661 0.1661
0.17259 0.1658 0.1658
0.17285 0.1661 0.1661
0.17311 0.1658 0.1658
0.17338 0.1661 0.1661
0.17364 0.1658 0.1658
0.17390 0.1661 0.1661
0.17416 0.1658 0.1658
0.17443 0.1661 0.1661
0.17469 0.1658 0.1658
0.17495 0.1658 0.1658
0.17522 0.1661 0.1661
0.17548 0.1658 0.1658
0.17574 0.1661 0.1661
0.17601 0.1658 0.1658
0.17627 0.1661 0.1661
0.17653 0.1658 0.1658
0.17680 0.1661 0.1661
0.17706 0.1658 0.1658
0.17732 0.1661 0.1661
0.17758 0.1658 0.1658
0.17785 0.1658 0.1658
0.17811 0.1661 0.1661
0.17837 0.1658 0.1658
0.17864 0.1661 0.1661
0.17890 0.1658 0.1658
0.17916 0.1661 0.1661
0.17943 0.1658 0.1658
0.17969 0.1661 0.1661
0.17995 0.1658 0.1658
0.18022 0.1661 0.1661
0.18048 0.1658 0.1658
0.18074 0.1658 0.1658
0.18101 0.1661 0.1661
0.18127 0.1658 0.1658
0.18153 0.1661 0.1661
0.18179 0.1658 0.1658
0.18206 0.1661 0.1661
0.18232 0.1658 0.1658
0.18258 0.1661 0.1661
0.18285 0.1658 0.1658
0.18311 0.1661 0.1661
0.18337 0.1658 0.1658
0.18364 0.1658 0.1658
0.18390 0.1661 0.1661
0.18416 0.1658 0.1658
0.18443 0.1661 0.1661
0.18469 0.1658 0.1658
0.18495 0.1661 0.1661
0.18521 0.1658 0.1658
0.18548 0.1661 0.1661
0.18574 0.1658 0.1658
0.18600 0.1661 0.1661
0.18627 0.1658 0.1658
0.18653 0.1658 0.1658
0.18679 0.1661 0.1661
0.18706 0.1658 0.1658
0.18732 0.1661 0.1661
0.18758 0.1658 0.1658
0.18785 0.1661 0.1661
0.18811 0.1658 0.1658
0.18837 0.1661 0.1661
0.18863 0.1658 0.1658
0.18890 0.1661 0.1661
0.18916 0.1658 0.1658
0.18942 0.3319 0.3319
0.18969 0.3319 0.3319
0.18995 0.3319 0.3319
0.19021 0.3319 0.3319
0.19048 0.3319 0.3319
0.19074 0.3317 0.3317
0.19100 0.3319 0.3319
0.19127 0.3319 0.3319
0.19153 0.3319 0.3319
0.19179 0.3319 0.3319
0.19205 0.3319 0.3319
0.19232 0.3319 0.3319
0.19258 0.3319 0.3319
0.19284 0.3319 0.3319
0.19311 0.3319 0.3319
0.19337 0.3319 0.3319
0.19363 0.3317 0.3317
0.19390 0.3319 0.3319
0.19416 0.3319 0.3319
0.19442 0.3319 0.3319
0.19469 0.3319 0.3319
0.19495 0.3319 0.3319
0.19521 0.3319 0.3319
0.19547 0.3319 0.3319
0.19574 0.3319 0.3319
0.19600 0.3319 0.3319
0.19626 0.3319 0.3319
0.19653 0.3317 0.3317
0.19679 0.3319 0.3319
0.19705 0.3319 0.3319
0.19732 0.3319 0.3319
0.19758 0.3319 0.3319
0.19784 0.3319 0.3319
0.19811 0.3319 0.3319
0.19837 0.3319 0.3319
0.19863 0.3319 0.3319
0.19890 0.3319 0.3319
0.19916 0.3319 0.3319
0.19942 0.3317 0.3317
0.19968 0.3319 0.3319
0.19995 0.3319 0.3319
0.20021 0.3319 0.3319
0.20047 0.3319 0.3319
0.20074 0.3319 0.3319
0.20100 0.3319 0.3319
0.20126 0.3319 0.3319
0.20153 0.3319 0.3319
0.20179 0.3319 0.3319
0.20205 0.3319 0.3319
0.20232 0.3317 0.3317
0.20258 0.3319 0.3319
0.20284 0.3319 0.3319
0.20310 0.3319 0.3319
0.20337 0.3319 0.3319
0.20363 0.3319 0.3319
0.20389 0.3319 0.3319
0.20416 0.3319 0.3319
0.20442 0.3319 0.3319
0.20468 0.3319 0.3319
0.20495 0.3319 0.3319
0.20521 0.3319 0.3319
0.20547 0.3317 0.3317
0.20574 0.3319 0.3319
0.20600 0.3319 0.3319
0.20626 0.3319 0.3319
0.20652 0.3319 0.3319
0.20679 0.3319 0.3319
0.20705 0.3319 0.3319
0.20731 0.3319 0.3319
0.20758 0.3319 0.3319
0.20784 0.3319 0.3319
0.20810 0.3319 0.3319
0.20837 0.3317 0.3317
0.20863 0.3319 0.3319
0.20889 0.3319 0.3319
0.20916 0.3319 0.3319
0.20942 0.3319 0.3319
0.20968 0.3319 0.3319
0.20994 0.3319 0.3319
0.21021 0.3319 0.3319
0.21047 0.3319 0.3319
0.21073 0.3319 0.3319
0.21100 0.3319 0.3319
0.21126 0.3317 0.3317
0.21152 0.3319 0.3319
0.21179 0.3319 0.3319
0.21205 0.3319 0.3319
0.21231 0.3319 0.3319
0.21258 0.3319 0.3319
0.21284 0.3319 0.3319
0.21310 0.3319 0.3319
0.21336 0.3319 0.3319
0.21363 0.3319 0.3319
0.21389 0.3319 0.3319
0.21415 0.3317 0.3317
0.21442 0.3319 0.3319
0.21468 0.3319 0.3319
0.21494 0.3319 0.3319
0.21521 0.3319 0.3319
0.21547 0.3319 0.3319
0.21573 0.3319 0.3319
0.21600 0.3319 0.3319
0.21626 0.3319 0.3319
0.21652 0.3319 0.3319
0.21679 0.3319 0.3319
0.21705 0.3317 0.3317
0.21731 0.3319 0.3319
0.21757 0.3319 0.3319
0.21784 0.3319 0.3319
0.21810 0.3319 0.3319
0.21836 0.3319 0.3319
0.21863 0.3319 0.3319
0.21889 0.3319 0.3319
0.21915 0.3319 0.3319
0.21942 0.3319 0.3319
0.21968 0.3319 0.3319
0.21994 0.3317 0.3317
0.22021 0.3319 0.3319
0.22047 0.3319 0.3319
0.22073 0.3319 0.3319
0.22099 0.3319 0.3319
0.22126 0.3319 0.3319
0.22152 0.3319 0.3319
0.22178 0.3319 0.3319
0.22205 0.3319 0.3319
0.22231 0.3319 0.3319
0.22257 0.3319 0.3319
0.22284 0.3317 0.3317
0.22310 0.3319 0.3319
0.22336 0.3319 0.3319
0.22363 0.3319 0.3319
0.22389 0.3319 0.3319
0.22415 0.3319 0.3319
0.22441 0.3319 0.3319
0.22468 0.3319 0.3319
0.22494 0.3319 0.3319
0.22520 0.3319 0.3319
0.22547 0.3319 0.3319
0.22573 0.3317 0.3317
0.22599 0.3319 0.3319
0.22626 0.3319 0.3319
0.22652 0.3319 0.3319
0.22678 0.3319 0.3319
0.22705 0.3319 0.3319
0.22731 0.3319 0.3319
0.22757 0.3319 0.3319
0.22783 0.3319 0.3319
0.22810 0.3319 0.3319
0.22836 0.3319 0.3319
0.22862 0.3317 0.3317
0.22889 0.3319 0.3319
0.22915 0.3319 0.3319
0.22941 0.3319 0.3319
0.22968 0.3319 0.3319
0.22994 0.3319 0.3319
0.23020 0.3319 0.3319
0.23047 0.3319 0.3319
0.23073 0.3319 0.3319
0.23099 0.3319 0.3319
0.23125 0.3319 0.3319
0.23152 0.3317 0.3317
0.23178 0.3319 0.3319
0.23204 0.3319 0.3319
0.23231 0.3319 0.3319
0.23257 0.3319 0.3319
0.23283 0.3319 0.3319
0.23310 0.3319 0.3319
0.23336 0.3319 0.3319
0.23362 0.3319 0.3319
0.23389 0.3319 0.3319
0.23415 0.3319 0.3319
0.23441 0.3317 0.3317
0.23468 0.3319 0.3319
0.23494 0.3319 0.3319
0.23520 0.3319 0.3319
0.23546 0.3319 0.3319
0.23573 0.3319 0.3319
0.23599 0.3319 0.3319
0.23625 0.3319 0.3319
0.23652 0.3319 0.3319
0.23678 0.3319 0.3319
0.23704 0.3319 0.3319
0.23731 0.3317 0.3317
0.23757 0.3319 0.3319
0.23783 0.3319 0.3319
0.23810 0.3319 0.3319
0.23836 0.3319 0.3319
0.23862 0.3319 0.3319
0.23888 0.3319 0.3319
0.23915 0.3319 0.3319
0.23941 0.3319 0.3319
0.23967 0.3319 0.3319
0.23994 0.3319 0.3319
0.24020 0.3317 0.3317
0.24046 0.3319 0.3319
0.24073 0.3319 0.3319
0.24099 0.3319 0.3319
0.24125 0.3319 0.3319
0.24152 0.3319 0.3319
0.24178 0.3319 0.3319
0.24204 0.3319 0.3319
0.24230 0.3319 0.3319
0.24257 0.3319 0.3319
0.24283 0.3319 0.3319
0.24309 0.3317 0.3317
0.24336 0.3319 0.3319
0.24362 0.3319 0.3319
0.24388 0.3319 0.3319
0.24415 0.3319 0.3319
